domain,source_order,source_journal_name,impact_factor,jcr_value,cass_value,issn_l,print_issn,eissn,all_issns,crossref_publisher,resolution_status,pubmed_supported,pubmed_record_count,pubmed_checked_at,source_url,verification_status
medicine,364,Neuropsychopharmacology,7.1,"神经科学-1区
药学-1区
精神病学-1区",2区,,0893-133X,1740-634X,"[""0893-133X"",""1740-634X""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,365,Circulation-Cardiovascular Imaging,7.0,"心脏和心血管系统-1区
核医学-1区",1区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,366,Fertility and Sterility,7.0,"妇产科学-1区
生殖生物学-1区",1区,,0015-0282,,"[""0015-0282""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,367,Journal of Autoimmunity,7.0,免疫学-1区,1区,,0896-8411,1095-9157,"[""0896-8411"",""1095-9157""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,368,Journal of Child Psychology and Psychiatry,7.0,"精神病学-1区
心理学-1区
心理学：发育-1区",1区,,0021-9630,1469-7610,"[""0021-9630"",""1469-7610""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,369,Journal of Tissue Engineering,7.0,细胞与组织工程-1区,2区,,2041-7314,2041-7314,"[""2041-7314""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,370,American Journal of Clinical Nutrition,6.9,营养学-1区,1区,,0002-9165,1938-3207,"[""0002-9165"",""1938-3207""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,371,Anaesthesia,6.9,麻醉学-1区,1区,,0003-2409,1365-2044,"[""0003-2409"",""1365-2044""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,372,Biodrugs,6.9,"免疫学-1区
肿瘤学-1区
药学-1区",2区,,1173-8804,1179-190X,"[""1173-8804"",""1179-190X""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,373,Neurotherapeutics,6.9,"临床神经病学-1区
神经科学-1区
药学-1区",2区,,1933-7213,1878-7479,"[""1878-7479"",""1933-7213""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,374,Archives of Toxicology,6.9,毒理学-1区,2区,,0340-5761,1432-0738,"[""0340-5761"",""1432-0738""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,375,Aging and Disease,6.9,老年医学-1区,3区,,2152-5250,2152-5250,"[""2152-5250""]",Aging and Disease,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,376,Chemical Biology Letters,6.9,"生化与分子生物学-1区
药物化学-1区",4区,,,2347-9825,"[""2347-9825""]",The ScienceIn Publishing,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,377,Intelligent Medicine,6.9,"计算机：跨学科应用-1区
医学：信息-1区",4区,,2667-1026,,"[""2667-1026""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,378,Photoacoustics,6.8,"工程：生物医学-1区
仪器仪表-1区
核医学-1区",1区,,2213-5979,,"[""2213-5979""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,379,European Journal of Vascular and Endovascular Surgery,6.8,"外周血管病-1区
外科-1区",1区,,1078-5884,,"[""1078-5884""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,380,Autism in Adulthood,6.8,"心理学：发育-1区
康复医学-1区",1区,,2573-9581,2573-959X,"[""2573-9581"",""2573-959X""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,381,Journal of Clinical Periodontology,6.8,牙科与口腔外科-1区,1区,,0303-6979,1600-051X,"[""0303-6979"",""1600-051X""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,382,Journal of Medicinal Chemistry,6.8,药物化学-1区,1区,,0022-2623,1520-4804,"[""0022-2623"",""0095-9065"",""1520-4804""]",American Chemical Society,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,383,Clinical and Translational Medicine,6.8,"医学：研究与实验-1区
肿瘤学-1区",2区,,2001-1326,2001-1326,"[""2001-1326""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,384,General Psychiatry,6.8,精神病学-1区,2区,,2096-5923,2517-729X,"[""2096-5923"",""2517-729X""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,385,British Journal of Cancer,6.8,肿瘤学-1区,2区,,0007-0920,1532-1827,"[""0007-0920"",""1532-1827""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,386,European Journal of Anaesthesiology,6.8,麻醉学-1区,2区,,0265-0215,1365-2346,"[""0265-0215"",""1365-2346""]",Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,387,Alzheimers & Dementia-Translational Research & Clinical Interventions,6.8,"临床神经病学-1区
神经科学-1区",2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,388,Journal of Urology,6.8,泌尿学与肾脏学-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,389,Rhinology,6.8,耳鼻喉科学-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,390,International Forum of Allergy & Rhinology,6.8,耳鼻喉科学-1区,2区,,2042-6976,2042-6984,"[""2042-6976"",""2042-6984""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,391,IEEE Journal of Biomedical and Health Informatics,6.8,"计算机：信息系统-1区
计算机：跨学科应用-1区
数学与计算生物学-1区
医学：信息-1区",2区,,2168-2194,2168-2208,"[""2168-2194"",""2168-2208""]",Institute of Electrical and Electronics Engineers,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,392,Circulation-Cardiovascular Quality and Outcomes,6.7,心脏和心血管系统-1区,1区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,393,Alimentary Pharmacology & Therapeutics,6.7,"胃肠肝病学-1区
药学-1区",1区,,0269-2813,1365-2036,"[""0269-2813"",""1365-2036""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,394,Thyroid,6.7,内分泌学与代谢-1区,1区,,1050-7256,1557-9077,"[""1050-7256"",""1557-9077""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,395,European Neuropsychopharmacology,6.7,"临床神经病学-1区
神经科学-1区
药学-1区
精神病学-1区",2区,,0924-977X,,"[""0924-977X""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,396,European Psychiatry,6.7,精神病学-1区,2区,,0924-9338,1778-3585,"[""0924-9338"",""1778-3585""]",Cambridge University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,397,Frontiers in Neuroendocrinology,6.7,"内分泌学与代谢-1区
神经科学-1区",2区,,0091-3022,1095-6808,"[""0091-3022"",""1095-6808""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,398,Mayo Clinic Proceedings,6.7,医学：内科-1区,2区,,0025-6196,1942-5546,"[""0025-6196"",""1942-5546""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,399,Neural Regeneration Research,6.7,"细胞生物学-1区
神经科学-1区",2区,,1673-5374,1876-7958,"[""1673-5374"",""1876-7958""]",Ovid Technologies (Wolters Kluwer) - Medknow Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,400,Current Psychiatry Reports,6.7,精神病学-1区,2区,,1523-3812,1535-1645,"[""1523-3812"",""1535-1645""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,401,Allergology International,6.7,"过敏-1区
免疫学-1区",2区,,1323-8930,1440-1592,"[""1323-8930"",""1440-1592""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,402,United European Gastroenterology Journal,6.7,胃肠肝病学-1区,2区,,2050-6406,2050-6414,"[""2050-6406"",""2050-6414""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,403,Epilepsia,6.6,临床神经病学-1区,1区,,0013-9580,,"[""0013-9580"",""1528-1167""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,404,European Heart Journal-Cardiovascular Imaging,6.6,"心脏和心血管系统-1区
核医学-1区",1区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,405,Journal of Allergy and Clinical Immunology-in Practice,6.6,"过敏-1区
免疫学-1区",1区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,406,Antioxidants,6.6,"生化与分子生物学-1区
药物化学-1区
食品科技-1区",2区,,,2076-3921,"[""2076-3921""]",MDPI AG,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,407,Japanese Dental Science Review,6.6,牙科与口腔外科-1区,2区,,1882-7616,,"[""1882-7616""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,408,Biocybernetics and Biomedical Engineering,6.6,工程：生物医学-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,409,Emerging Infectious Diseases,6.6,"免疫学-1区
传染病学-1区",2区,,1080-6040,1080-6059,"[""1080-6040"",""1080-6059""]",Centers For Disease Control and Prevention,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,410,Reviews in Medical Virology,6.6,病毒学-1区,2区,,1052-9276,1099-1654,"[""1052-9276"",""1099-1654""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,411,Trends in Parasitology,6.6,寄生虫学-1区,2区,,1471-4922,,"[""1471-4922""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,412,Molecular Metabolism,6.6,内分泌学与代谢-1区,2区,,2212-8778,,"[""2212-8778""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,413,Inflammation and Regeneration,6.6,"免疫学-1区
医学：研究与实验-1区",3区,,1880-9693,1880-8190,"[""1880-8190"",""1880-9693""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,414,npj Regenerative Medicine,6.5,"细胞与组织工程-1区
工程：生物医学-1区",1区,,,2057-3995,"[""2057-3995""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,415,International Journal of Radiation Oncology Biology Physics,6.5,"肿瘤学-1区
核医学-1区",1区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,416,BMJ Quality & Safety,6.5,"卫生保健与服务-1区
卫生政策与服务-1区",1区,,,,[],,ambiguous,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,417,npj Vaccines,6.5,"免疫学-1区
医学：研究与实验-1区",2区,,,2059-0105,"[""2059-0105""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,418,International Journal of Nanomedicine,6.5,"药学-1区
纳米科技-2区",2区,,1176-9114,1178-2013,"[""1176-9114"",""1178-2013""]",Dove Medical Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,419,Annals of Surgery,6.4,外科-1区,1区,,0003-4932,1528-1140,"[""0003-4932"",""1528-1140""]",Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,420,Pulmonology,6.4,呼吸系统-1区,2区,,2531-0429,2531-0437,"[""2531-0429"",""2531-0437""]",Informa UK (Taylor & Francis),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,421,Current Diabetes Reports,6.4,内分泌学与代谢-1区,2区,,1534-4827,1539-0829,"[""1534-4827"",""1539-0829""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,422,International Journal of Pharmaceutics-X,6.4,药学-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,423,Journal of Travel Medicine,6.4,"传染病学-1区
医学：内科-1区
公共卫生、环境卫生与职业卫生-1区",2区,,1195-1982,1708-8305,"[""1195-1982"",""1708-8305""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,424,Molecular Medicine,6.4,"生化与分子生物学-1区
细胞生物学-1区
医学：研究与实验-1区",2区,,1076-1551,1528-3658,"[""1076-1551"",""1528-3658""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,425,Pediatrics,6.4,儿科-1区,2区,,0031-4005,1098-4275,"[""0031-4005"",""1098-4275""]",American Academy of Pediatrics,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,426,Oncogenesis,6.4,肿瘤学-1区,2区,,,2157-9024,"[""2157-9024""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,427,QJM-An International Journal of Medicine,6.4,医学：内科-1区,3区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,428,Dental Materials,6.3,"牙科与口腔外科-1区
材料科学：生物材料-1区",1区,,0109-5641,,"[""0109-5641""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,429,Journal of Pineal Research,6.3,"内分泌学与代谢-1区
神经科学-1区
生理学-1区",1区,,0742-3098,1600-079X,"[""0742-3098"",""1600-079X""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,430,Ultrasound in Obstetrics & Gynecology,6.3,"声学-1区
妇产科学-1区
核医学-1区",1区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,431,Chinese Journal of Cancer Research,6.3,肿瘤学-1区,2区,,1000-9604,1993-0631,"[""1000-9604"",""1993-0631""]",Chinese Journal of Cancer Research,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,432,Clinical Chemistry,6.3,医学实验技术-1区,2区,,0009-9147,1530-8561,"[""0009-9147"",""1530-8561""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,433,Computers in Biology and Medicine,6.3,"生物学-1区
计算机：跨学科应用-1区
工程：生物医学-1区
数学与计算生物学-1区",2区,,0010-4825,,"[""0010-4825""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,434,Diabetes Technology & Therapeutics,6.3,内分泌学与代谢-1区,2区,,1520-9156,1557-8593,"[""1520-9156"",""1557-8593""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,435,Radiology-Imaging Cancer,6.3,"肿瘤学-1区
核医学-1区",2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,436,Communications Medicine,6.3,医学：研究与实验-1区,2区,,,2730-664X,"[""2730-664X""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,437,Phytotherapy Research,6.3,"药物化学-1区
药学-1区",2区,,0951-418X,1099-1573,"[""0951-418X"",""1099-1573""]",Wiley (John Wiley & Sons),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,438,Respirology,6.3,呼吸系统-1区,2区,,1323-7799,1440-1843,"[""1323-7799"",""1440-1843""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,439,Emergencias,6.3,急救医学-1区,2区,,1137-6821,2386-5857,"[""1137-6821"",""2386-5857""]",SEMES (Sociedad Espanola de Medicina de Urgencias y Emergencias),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,440,Oncoimmunology,6.3,"免疫学-1区
肿瘤学-1区",2区,,2162-4011,2162-402X,"[""2162-4011"",""2162-402X""]",Landes Bioscience,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,441,Korean Journal of Anesthesiology,6.3,麻醉学-1区,3区,,0302-5780,2005-7563,"[""0302-5780"",""2005-6419"",""2005-7563""]",The Korean Society of Anesthesiologists,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,442,Epilepsy Currents,6.3,临床神经病学-1区,3区,,1535-7597,1535-7597,"[""1535-7511"",""1535-7597""]",SAGE Publications,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,443,Journal of Nursing Regulation,6.3,护理-1区,4区,,2155-8256,,"[""2155-8256""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,444,Genetics in Medicine,6.2,遗传学-1区,1区,,1098-3600,1530-0366,"[""1098-3600"",""1530-0366""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,445,Fluids and Barriers of the CNS,6.2,神经科学-1区,2区,,2045-8118,2045-8118,"[""2045-8118""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,446,Brain Pathology,6.2,"临床神经病学-1区
神经科学-1区
病理学-1区",2区,,1015-6305,1750-3639,"[""1015-6305"",""1750-3639""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,447,Lancet Regional Health - Southeast Asia,6.2,"卫生保健与服务-1区
公共卫生、环境卫生与职业卫生-1区",2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,448,Psychiatry and Clinical Neurosciences,6.2,"临床神经病学-1区
神经科学-1区
精神病学-1区",2区,,1323-1316,1440-1819,"[""1323-1316"",""1440-1819""]",Wiley (Blackwell Publishing),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,449,Artificial Intelligence in Medicine,6.2,"计算机：人工智能-1区
工程：生物医学-1区
医学：信息-1区",2区,,0933-3657,,"[""0933-3657""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,450,Translational Psychiatry,6.2,精神病学-1区,2区,,,2158-3188,"[""2158-3188""]",Springer Science and Business Media LLC,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,451,Journal of Behavioral Addictions,6.2,精神病学-1区,2区,,2062-5871,2063-5303,"[""2062-5871"",""2063-5303""]",Akademiai Kiado Zrt.,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,452,JMIR mHealth and uHealth,6.2,"卫生保健与服务-1区
医学：信息-1区",2区,,,2291-5222,"[""2291-5222""]",JMIR Publications Inc.,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,453,Pneumonia,6.2,呼吸系统-1区,3区,,,2200-6133,"[""2200-6133""]",Springer (Biomed Central Ltd.),resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,454,JCI Insight,6.1,医学：研究与实验-1区,1区,,2379-3708,2379-3708,"[""2379-3708""]",American Society for Clinical Investigation,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,455,BMJ Global Health,6.1,公共卫生、环境卫生与职业卫生-1区,1区,,2059-7908,2059-7908,"[""2059-7908""]",BMJ,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,456,Hepatology International,6.1,胃肠肝病学-1区,1区,,1936-0533,1936-0541,"[""1936-0533"",""1936-0541""]",Springer-Verlag,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,457,Human Reproduction,6.1,"妇产科学-1区
生殖生物学-1区",1区,,0268-1161,1460-2350,"[""0268-1161"",""1460-2350""]",Oxford University Press,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,458,European Heart Journal-Cardiovascular Pharmacotherapy,6.1,"心脏和心血管系统-1区
药学-1区",2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,459,Best Practice & Research Clinical Endocrinology & Metabolism,6.1,内分泌学与代谢-1区,2区,,1521-690X,1532-1908,"[""1521-690X"",""1532-1908""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,460,European Journal of Internal Medicine,6.1,医学：内科-1区,2区,,0953-6205,,"[""0953-6205""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,461,Annual Review of Cancer Biology,6.1,肿瘤学-1区,2区,,2472-3428,2472-3428,"[""2472-3428""]",Annual Reviews,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,462,Molecular Therapy Nucleic Acids,6.1,医学：研究与实验-1区,2区,,,,[],,unresolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,463,Journal of Cardiovascular Magnetic Resonance,6.1,"心脏和心血管系统-1区
核医学-1区",2区,,1097-6647,1532-429X,"[""1097-6647"",""1532-429X""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,464,American Journal of Roentgenology,6.1,核医学-1区,2区,,0361-803X,1546-3141,"[""0361-803X"",""1546-3141""]",American Roentgen Ray Society,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
medicine,465,Progress in Neurobiology,6.1,神经科学-1区,2区,,0301-0082,,"[""0301-0082""]",Elsevier,resolved,unknown,0,,https://mp.weixin.qq.com/s/h_3PwOTE-7CNowwthUzEzg,pending_clarivate_verification
